target,model,period,semi_amplitude,n_injections,n_recovered,completeness
HD 187923,era_activity,100.0,2.0,6,4,0.6666666666666666
HD 187923,era_activity,100.0,3.0,6,6,1.0
HD 187923,era_activity,100.0,5.0,6,6,1.0
HD 187923,era_activity,300.0,0.5,6,0,0.0
HD 187923,era_activity,300.0,1.0,6,0,0.0
HD 187923,era_activity,300.0,1.5,6,0,0.0
HD 187923,era_activity,300.0,2.0,6,5,0.8333333333333334
HD 187923,era_activity,300.0,3.0,6,6,1.0
HD 187923,era_activity,300.0,5.0,6,6,1.0
HD 187923,era_activity,500.0,0.5,6,0,0.0
HD 187923,era_activity,500.0,1.0,6,1,0.16666666666666666
HD 187923,era_activity,500.0,1.5,6,2,0.3333333333333333
HD 187923,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 187923,era_activity,500.0,3.0,6,3,0.5
HD 187923,era_activity,500.0,5.0,6,4,0.6666666666666666
HD 190360,baseline,5.0,0.5,6,0,0.0
HD 190360,baseline,5.0,1.0,6,0,0.0
HD 190360,baseline,5.0,1.5,6,0,0.0
HD 190360,baseline,5.0,2.0,6,0,0.0
HD 190360,baseline,5.0,3.0,6,0,0.0
HD 190360,baseline,5.0,5.0,6,0,0.0
HD 190360,baseline,10.0,0.5,6,0,0.0
HD 190360,baseline,10.0,1.0,6,0,0.0
HD 190360,baseline,10.0,1.5,6,0,0.0
HD 190360,baseline,10.0,2.0,6,0,0.0
HD 190360,baseline,10.0,3.0,6,0,0.0
HD 190360,baseline,10.0,5.0,6,0,0.0
HD 190360,baseline,30.0,0.5,6,0,0.0
HD 190360,baseline,30.0,1.0,6,0,0.0
HD 190360,baseline,30.0,1.5,6,0,0.0
HD 190360,baseline,30.0,2.0,6,0,0.0
HD 190360,baseline,30.0,3.0,6,0,0.0
HD 190360,baseline,30.0,5.0,6,0,0.0
HD 190360,baseline,100.0,0.5,6,0,0.0
HD 190360,baseline,100.0,1.0,6,0,0.0
HD 190360,baseline,100.0,1.5,6,0,0.0
HD 190360,baseline,100.0,2.0,6,0,0.0
HD 190360,baseline,100.0,3.0,6,0,0.0
HD 190360,baseline,100.0,5.0,6,0,0.0
HD 190360,baseline,300.0,0.5,6,0,0.0
HD 190360,baseline,300.0,1.0,6,0,0.0
HD 190360,baseline,300.0,1.5,6,0,0.0
HD 190360,baseline,300.0,2.0,6,0,0.0
HD 190360,baseline,300.0,3.0,6,0,0.0
HD 190360,baseline,300.0,5.0,6,0,0.0
HD 190360,baseline,500.0,0.5,6,0,0.0
HD 190360,baseline,500.0,1.0,6,0,0.0
HD 190360,baseline,500.0,1.5,6,0,0.0
HD 190360,baseline,500.0,2.0,6,0,0.0
HD 190360,baseline,500.0,3.0,6,0,0.0
HD 190360,baseline,500.0,5.0,6,0,0.0
HD 190360,era,5.0,0.5,6,0,0.0
HD 190360,era,5.0,1.0,6,0,0.0
HD 190360,era,5.0,1.5,6,0,0.0
HD 190360,era,5.0,2.0,6,0,0.0
HD 190360,era,5.0,3.0,6,0,0.0
HD 190360,era,5.0,5.0,6,2,0.3333333333333333
HD 190360,era,10.0,0.5,6,0,0.0
HD 190360,era,10.0,1.0,6,0,0.0
HD 190360,era,10.0,1.5,6,0,0.0
HD 190360,era,10.0,2.0,6,0,0.0
HD 190360,era,10.0,3.0,6,0,0.0
HD 190360,era,10.0,5.0,6,2,0.3333333333333333
HD 190360,era,30.0,0.5,6,0,0.0
HD 190360,era,30.0,1.0,6,0,0.0
HD 190360,era,30.0,1.5,6,0,0.0
HD 190360,era,30.0,2.0,6,0,0.0
HD 190360,era,30.0,3.0,6,0,0.0
HD 190360,era,30.0,5.0,6,1,0.16666666666666666
HD 190360,era,100.0,0.5,6,0,0.0
HD 190360,era,100.0,1.0,6,0,0.0
HD 190360,era,100.0,1.5,6,0,0.0
HD 190360,era,100.0,2.0,6,0,0.0
HD 190360,era,100.0,3.0,6,0,0.0
HD 190360,era,100.0,5.0,6,1,0.16666666666666666
HD 190360,era,300.0,0.5,6,0,0.0
HD 190360,era,300.0,1.0,6,0,0.0
HD 190360,era,300.0,1.5,6,0,0.0
HD 190360,era,300.0,2.0,6,0,0.0
HD 190360,era,300.0,3.0,6,0,0.0
HD 190360,era,300.0,5.0,6,1,0.16666666666666666
HD 190360,era,500.0,0.5,6,0,0.0
HD 190360,era,500.0,1.0,6,0,0.0
HD 190360,era,500.0,1.5,6,0,0.0
HD 190360,era,500.0,2.0,6,0,0.0
HD 190360,era,500.0,3.0,6,0,0.0
HD 190360,era,500.0,5.0,6,0,0.0
HD 190360,era_activity,5.0,0.5,6,0,0.0
HD 190360,era_activity,5.0,1.0,6,0,0.0
HD 190360,era_activity,5.0,1.5,6,0,0.0
HD 190360,era_activity,5.0,2.0,6,0,0.0
HD 190360,era_activity,5.0,3.0,6,0,0.0
HD 190360,era_activity,5.0,5.0,6,4,0.6666666666666666
HD 190360,era_activity,10.0,0.5,6,0,0.0
HD 190360,era_activity,10.0,1.0,6,0,0.0
HD 190360,era_activity,10.0,1.5,6,0,0.0
HD 190360,era_activity,10.0,2.0,6,0,0.0
HD 190360,era_activity,10.0,3.0,6,0,0.0
HD 190360,era_activity,10.0,5.0,6,2,0.3333333333333333
HD 190360,era_activity,30.0,0.5,6,0,0.0
HD 190360,era_activity,30.0,1.0,6,0,0.0
HD 190360,era_activity,30.0,1.5,6,0,0.0
HD 190360,era_activity,30.0,2.0,6,0,0.0
HD 190360,era_activity,30.0,3.0,6,0,0.0
HD 190360,era_activity,30.0,5.0,6,3,0.5
HD 190360,era_activity,100.0,0.5,6,0,0.0
HD 190360,era_activity,100.0,1.0,6,0,0.0
HD 190360,era_activity,100.0,1.5,6,0,0.0
HD 190360,era_activity,100.0,2.0,6,0,0.0
HD 190360,era_activity,100.0,3.0,6,0,0.0
HD 190360,era_activity,100.0,5.0,6,1,0.16666666666666666
HD 190360,era_activity,300.0,0.5,6,0,0.0
HD 190360,era_activity,300.0,1.0,6,0,0.0
HD 190360,era_activity,300.0,1.5,6,0,0.0
HD 190360,era_activity,300.0,2.0,6,0,0.0
HD 190360,era_activity,300.0,3.0,6,0,0.0
HD 190360,era_activity,300.0,5.0,6,1,0.16666666666666666
HD 190360,era_activity,500.0,0.5,6,0,0.0
HD 190360,era_activity,500.0,1.0,6,0,0.0
HD 190360,era_activity,500.0,1.5,6,0,0.0
HD 190360,era_activity,500.0,2.0,6,0,0.0
HD 190360,era_activity,500.0,3.0,6,0,0.0
HD 190360,era_activity,500.0,5.0,6,1,0.16666666666666666
HD 19373,baseline,5.0,0.5,6,0,0.0
HD 19373,baseline,5.0,1.0,6,3,0.5
HD 19373,baseline,5.0,1.5,6,6,1.0
HD 19373,baseline,5.0,2.0,6,6,1.0
HD 19373,baseline,5.0,3.0,6,6,1.0
HD 19373,baseline,5.0,5.0,6,6,1.0
HD 19373,baseline,10.0,0.5,6,1,0.16666666666666666
HD 19373,baseline,10.0,1.0,6,4,0.6666666666666666
HD 19373,baseline,10.0,1.5,6,6,1.0
HD 19373,baseline,10.0,2.0,6,6,1.0
HD 19373,baseline,10.0,3.0,6,6,1.0
HD 19373,baseline,10.0,5.0,6,6,1.0
HD 19373,baseline,30.0,0.5,6,0,0.0
HD 19373,baseline,30.0,1.0,6,1,0.16666666666666666
HD 19373,baseline,30.0,1.5,6,4,0.6666666666666666
HD 19373,baseline,30.0,2.0,6,6,1.0
HD 19373,baseline,30.0,3.0,6,6,1.0
HD 19373,baseline,30.0,5.0,6,6,1.0
HD 19373,baseline,100.0,0.5,6,0,0.0
HD 19373,baseline,100.0,1.0,6,3,0.5
HD 19373,baseline,100.0,1.5,6,4,0.6666666666666666
HD 19373,baseline,100.0,2.0,6,5,0.8333333333333334
HD 19373,baseline,100.0,3.0,6,6,1.0
HD 19373,baseline,100.0,5.0,6,6,1.0
HD 19373,baseline,300.0,0.5,6,0,0.0
HD 19373,baseline,300.0,1.0,6,3,0.5
HD 19373,baseline,300.0,1.5,6,3,0.5
HD 19373,baseline,300.0,2.0,6,5,0.8333333333333334
HD 19373,baseline,300.0,3.0,6,6,1.0
HD 19373,baseline,300.0,5.0,6,6,1.0
HD 19373,baseline,500.0,0.5,6,0,0.0
HD 19373,baseline,500.0,1.0,6,0,0.0
HD 19373,baseline,500.0,1.5,6,0,0.0
HD 19373,baseline,500.0,2.0,6,1,0.16666666666666666
HD 19373,baseline,500.0,3.0,6,4,0.6666666666666666
HD 19373,baseline,500.0,5.0,6,6,1.0
HD 19373,era,5.0,0.5,6,0,0.0
HD 19373,era,5.0,1.0,6,4,0.6666666666666666
HD 19373,era,5.0,1.5,6,6,1.0
HD 19373,era,5.0,2.0,6,6,1.0
HD 19373,era,5.0,3.0,6,6,1.0
HD 19373,era,5.0,5.0,6,6,1.0
HD 19373,era,10.0,0.5,6,1,0.16666666666666666
HD 19373,era,10.0,1.0,6,3,0.5
HD 19373,era,10.0,1.5,6,6,1.0
HD 19373,era,10.0,2.0,6,6,1.0
HD 19373,era,10.0,3.0,6,6,1.0
HD 19373,era,10.0,5.0,6,6,1.0
HD 19373,era,30.0,0.5,6,0,0.0
HD 19373,era,30.0,1.0,6,1,0.16666666666666666
HD 19373,era,30.0,1.5,6,4,0.6666666666666666
HD 19373,era,30.0,2.0,6,6,1.0
HD 19373,era,30.0,3.0,6,6,1.0
HD 19373,era,30.0,5.0,6,6,1.0
HD 19373,era,100.0,0.5,6,0,0.0
HD 19373,era,100.0,1.0,6,3,0.5
HD 19373,era,100.0,1.5,6,4,0.6666666666666666
HD 19373,era,100.0,2.0,6,4,0.6666666666666666
HD 19373,era,100.0,3.0,6,6,1.0
HD 19373,era,100.0,5.0,6,6,1.0
HD 19373,era,300.0,0.5,6,0,0.0
HD 19373,era,300.0,1.0,6,3,0.5
HD 19373,era,300.0,1.5,6,3,0.5
HD 19373,era,300.0,2.0,6,3,0.5
HD 19373,era,300.0,3.0,6,4,0.6666666666666666
HD 19373,era,300.0,5.0,6,4,0.6666666666666666
HD 19373,era,500.0,0.5,6,0,0.0
HD 19373,era,500.0,1.0,6,0,0.0
HD 19373,era,500.0,1.5,6,0,0.0
HD 19373,era,500.0,2.0,6,1,0.16666666666666666
HD 19373,era,500.0,3.0,6,2,0.3333333333333333
HD 19373,era,500.0,5.0,6,1,0.16666666666666666
HD 19373,era_activity,5.0,0.5,6,0,0.0
HD 19373,era_activity,5.0,1.0,6,4,0.6666666666666666
HD 19373,era_activity,5.0,1.5,6,6,1.0
HD 19373,era_activity,5.0,2.0,6,6,1.0
HD 19373,era_activity,5.0,3.0,6,6,1.0
HD 19373,era_activity,5.0,5.0,6,6,1.0
HD 19373,era_activity,10.0,0.5,6,1,0.16666666666666666
HD 19373,era_activity,10.0,1.0,6,3,0.5
HD 19373,era_activity,10.0,1.5,6,6,1.0
HD 19373,era_activity,10.0,2.0,6,6,1.0
HD 19373,era_activity,10.0,3.0,6,6,1.0
HD 19373,era_activity,10.0,5.0,6,6,1.0
HD 19373,era_activity,30.0,0.5,6,0,0.0
HD 19373,era_activity,30.0,1.0,6,0,0.0
HD 19373,era_activity,30.0,1.5,6,4,0.6666666666666666
HD 19373,era_activity,30.0,2.0,6,6,1.0
HD 19373,era_activity,30.0,3.0,6,6,1.0
HD 19373,era_activity,30.0,5.0,6,6,1.0
HD 19373,era_activity,100.0,0.5,6,0,0.0
HD 19373,era_activity,100.0,1.0,6,3,0.5
HD 19373,era_activity,100.0,1.5,6,4,0.6666666666666666
HD 19373,era_activity,100.0,2.0,6,4,0.6666666666666666
HD 19373,era_activity,100.0,3.0,6,6,1.0
HD 19373,era_activity,100.0,5.0,6,6,1.0
HD 19373,era_activity,300.0,0.5,6,0,0.0
HD 19373,era_activity,300.0,1.0,6,1,0.16666666666666666
HD 19373,era_activity,300.0,1.5,6,3,0.5
HD 19373,era_activity,300.0,2.0,6,3,0.5
HD 19373,era_activity,300.0,3.0,6,4,0.6666666666666666
HD 19373,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 19373,era_activity,500.0,0.5,6,0,0.0
HD 19373,era_activity,500.0,1.0,6,0,0.0
HD 19373,era_activity,500.0,1.5,6,0,0.0
HD 19373,era_activity,500.0,2.0,6,1,0.16666666666666666
HD 19373,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 19373,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 201091,baseline,5.0,0.5,6,0,0.0
HD 201091,baseline,5.0,1.0,6,0,0.0
HD 201091,baseline,5.0,1.5,6,0,0.0
HD 201091,baseline,5.0,2.0,6,0,0.0
HD 201091,baseline,5.0,3.0,6,2,0.3333333333333333
HD 201091,baseline,5.0,5.0,6,6,1.0
HD 201091,baseline,10.0,0.5,6,0,0.0
HD 201091,baseline,10.0,1.0,6,0,0.0
HD 201091,baseline,10.0,1.5,6,0,0.0
HD 201091,baseline,10.0,2.0,6,0,0.0
HD 201091,baseline,10.0,3.0,6,0,0.0
HD 201091,baseline,10.0,5.0,6,6,1.0
HD 201091,baseline,30.0,0.5,6,0,0.0
HD 201091,baseline,30.0,1.0,6,0,0.0
HD 201091,baseline,30.0,1.5,6,0,0.0
HD 201091,baseline,30.0,2.0,6,0,0.0
HD 201091,baseline,30.0,3.0,6,2,0.3333333333333333
HD 201091,baseline,30.0,5.0,6,5,0.8333333333333334
HD 201091,baseline,100.0,0.5,6,0,0.0
HD 201091,baseline,100.0,1.0,6,0,0.0
HD 201091,baseline,100.0,1.5,6,0,0.0
HD 201091,baseline,100.0,2.0,6,0,0.0
HD 201091,baseline,100.0,3.0,6,1,0.16666666666666666
HD 201091,baseline,100.0,5.0,6,6,1.0
HD 201091,baseline,300.0,0.5,6,4,0.6666666666666666
HD 201091,baseline,300.0,1.0,6,3,0.5
HD 201091,baseline,300.0,1.5,6,3,0.5
HD 201091,baseline,300.0,2.0,6,3,0.5
HD 201091,baseline,300.0,3.0,6,2,0.3333333333333333
HD 201091,baseline,300.0,5.0,6,3,0.5
HD 201091,baseline,500.0,0.5,6,0,0.0
HD 201091,baseline,500.0,1.0,6,0,0.0
HD 201091,baseline,500.0,1.5,6,0,0.0
HD 201091,baseline,500.0,2.0,6,0,0.0
HD 201091,baseline,500.0,3.0,6,0,0.0
HD 201091,baseline,500.0,5.0,6,1,0.16666666666666666
HD 201091,era,5.0,0.5,6,0,0.0
HD 201091,era,5.0,1.0,6,1,0.16666666666666666
HD 201091,era,5.0,1.5,6,3,0.5
HD 201091,era,5.0,2.0,6,5,0.8333333333333334
HD 201091,era,5.0,3.0,6,6,1.0
HD 201091,era,5.0,5.0,6,6,1.0
HD 201091,era,10.0,0.5,6,0,0.0
HD 201091,era,10.0,1.0,6,2,0.3333333333333333
HD 201091,era,10.0,1.5,6,4,0.6666666666666666
HD 201091,era,10.0,2.0,6,5,0.8333333333333334
HD 201091,era,10.0,3.0,6,6,1.0
HD 201091,era,10.0,5.0,6,6,1.0
HD 201091,era,30.0,0.5,6,0,0.0
HD 201091,era,30.0,1.0,6,0,0.0
HD 201091,era,30.0,1.5,6,1,0.16666666666666666
HD 201091,era,30.0,2.0,6,4,0.6666666666666666
HD 201091,era,30.0,3.0,6,6,1.0
HD 201091,era,30.0,5.0,6,6,1.0
HD 201091,era,100.0,0.5,6,0,0.0
HD 201091,era,100.0,1.0,6,2,0.3333333333333333
HD 201091,era,100.0,1.5,6,3,0.5
HD 201091,era,100.0,2.0,6,5,0.8333333333333334
HD 201091,era,100.0,3.0,6,6,1.0
HD 201091,era,100.0,5.0,6,6,1.0
HD 201091,era,300.0,0.5,6,5,0.8333333333333334
HD 201091,era,300.0,1.0,6,1,0.16666666666666666
HD 201091,era,300.0,1.5,6,1,0.16666666666666666
HD 201091,era,300.0,2.0,6,1,0.16666666666666666
HD 201091,era,300.0,3.0,6,3,0.5
HD 201091,era,300.0,5.0,6,4,0.6666666666666666
HD 201091,era,500.0,0.5,6,0,0.0
HD 201091,era,500.0,1.0,6,0,0.0
HD 201091,era,500.0,1.5,6,0,0.0
HD 201091,era,500.0,2.0,6,0,0.0
HD 201091,era,500.0,3.0,6,1,0.16666666666666666
HD 201091,era,500.0,5.0,6,0,0.0
HD 201091,era_activity,5.0,0.5,6,0,0.0
HD 201091,era_activity,5.0,1.0,6,0,0.0
HD 201091,era_activity,5.0,1.5,6,3,0.5
HD 201091,era_activity,5.0,2.0,6,5,0.8333333333333334
HD 201091,era_activity,5.0,3.0,6,6,1.0
HD 201091,era_activity,5.0,5.0,6,6,1.0
HD 201091,era_activity,10.0,0.5,6,0,0.0
HD 201091,era_activity,10.0,1.0,6,2,0.3333333333333333
HD 201091,era_activity,10.0,1.5,6,4,0.6666666666666666
HD 201091,era_activity,10.0,2.0,6,5,0.8333333333333334
HD 201091,era_activity,10.0,3.0,6,6,1.0
HD 201091,era_activity,10.0,5.0,6,6,1.0
HD 201091,era_activity,30.0,0.5,6,0,0.0
HD 201091,era_activity,30.0,1.0,6,0,0.0
HD 201091,era_activity,30.0,1.5,6,1,0.16666666666666666
HD 201091,era_activity,30.0,2.0,6,4,0.6666666666666666
HD 201091,era_activity,30.0,3.0,6,6,1.0
HD 201091,era_activity,30.0,5.0,6,6,1.0
HD 201091,era_activity,100.0,0.5,6,0,0.0
HD 201091,era_activity,100.0,1.0,6,1,0.16666666666666666
HD 201091,era_activity,100.0,1.5,6,3,0.5
HD 201091,era_activity,100.0,2.0,6,3,0.5
HD 201091,era_activity,100.0,3.0,6,6,1.0
HD 201091,era_activity,100.0,5.0,6,6,1.0
HD 201091,era_activity,300.0,0.5,6,5,0.8333333333333334
HD 201091,era_activity,300.0,1.0,6,2,0.3333333333333333
HD 201091,era_activity,300.0,1.5,6,1,0.16666666666666666
HD 201091,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 201091,era_activity,300.0,3.0,6,3,0.5
HD 201091,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 201091,era_activity,500.0,0.5,6,0,0.0
HD 201091,era_activity,500.0,1.0,6,0,0.0
HD 201091,era_activity,500.0,1.5,6,0,0.0
HD 201091,era_activity,500.0,2.0,6,0,0.0
HD 201091,era_activity,500.0,3.0,6,1,0.16666666666666666
HD 201091,era_activity,500.0,5.0,6,0,0.0
HD 217107,baseline,5.0,0.5,6,0,0.0
HD 217107,baseline,5.0,1.0,6,0,0.0
HD 217107,baseline,5.0,1.5,6,0,0.0
HD 217107,baseline,5.0,2.0,6,0,0.0
HD 217107,baseline,5.0,3.0,6,0,0.0
HD 217107,baseline,5.0,5.0,6,0,0.0
HD 217107,baseline,10.0,0.5,6,0,0.0
HD 217107,baseline,10.0,1.0,6,0,0.0
HD 217107,baseline,10.0,1.5,6,0,0.0
HD 217107,baseline,10.0,2.0,6,0,0.0
HD 217107,baseline,10.0,3.0,6,0,0.0
HD 217107,baseline,10.0,5.0,6,0,0.0
HD 217107,baseline,30.0,0.5,6,0,0.0
HD 217107,baseline,30.0,1.0,6,0,0.0
HD 217107,baseline,30.0,1.5,6,0,0.0
HD 217107,baseline,30.0,2.0,6,0,0.0
HD 217107,baseline,30.0,3.0,6,0,0.0
HD 217107,baseline,30.0,5.0,6,0,0.0
HD 217107,baseline,100.0,0.5,6,0,0.0
HD 217107,baseline,100.0,1.0,6,0,0.0
HD 217107,baseline,100.0,1.5,6,0,0.0
HD 217107,baseline,100.0,2.0,6,0,0.0
HD 217107,baseline,100.0,3.0,6,0,0.0
HD 217107,baseline,100.0,5.0,6,0,0.0
HD 217107,baseline,300.0,0.5,6,0,0.0
HD 217107,baseline,300.0,1.0,6,0,0.0
HD 217107,baseline,300.0,1.5,6,0,0.0
HD 217107,baseline,300.0,2.0,6,0,0.0
HD 217107,baseline,300.0,3.0,6,0,0.0
HD 217107,baseline,300.0,5.0,6,0,0.0
HD 217107,baseline,500.0,0.5,6,0,0.0
HD 217107,baseline,500.0,1.0,6,0,0.0
HD 217107,baseline,500.0,1.5,6,0,0.0
HD 217107,baseline,500.0,2.0,6,0,0.0
HD 217107,baseline,500.0,3.0,6,0,0.0
HD 217107,baseline,500.0,5.0,6,0,0.0
HD 217107,era,5.0,0.5,6,0,0.0
HD 217107,era,5.0,1.0,6,0,0.0
HD 217107,era,5.0,1.5,6,0,0.0
HD 217107,era,5.0,2.0,6,0,0.0
HD 217107,era,5.0,3.0,6,0,0.0
HD 217107,era,5.0,5.0,6,0,0.0
HD 217107,era,10.0,0.5,6,0,0.0
HD 217107,era,10.0,1.0,6,0,0.0
HD 217107,era,10.0,1.5,6,0,0.0
HD 217107,era,10.0,2.0,6,0,0.0
HD 217107,era,10.0,3.0,6,0,0.0
HD 217107,era,10.0,5.0,6,0,0.0
HD 217107,era,30.0,0.5,6,0,0.0
HD 217107,era,30.0,1.0,6,0,0.0
HD 217107,era,30.0,1.5,6,0,0.0
HD 217107,era,30.0,2.0,6,0,0.0
HD 217107,era,30.0,3.0,6,0,0.0
HD 217107,era,30.0,5.0,6,0,0.0
HD 217107,era,100.0,0.5,6,0,0.0
HD 217107,era,100.0,1.0,6,0,0.0
HD 217107,era,100.0,1.5,6,0,0.0
HD 217107,era,100.0,2.0,6,0,0.0
HD 217107,era,100.0,3.0,6,0,0.0
HD 217107,era,100.0,5.0,6,0,0.0
HD 217107,era,300.0,0.5,6,0,0.0
HD 217107,era,300.0,1.0,6,0,0.0
HD 217107,era,300.0,1.5,6,0,0.0
HD 217107,era,300.0,2.0,6,0,0.0
HD 217107,era,300.0,3.0,6,0,0.0
HD 217107,era,300.0,5.0,6,0,0.0
HD 217107,era,500.0,0.5,6,0,0.0
HD 217107,era,500.0,1.0,6,0,0.0
HD 217107,era,500.0,1.5,6,0,0.0
HD 217107,era,500.0,2.0,6,0,0.0
HD 217107,era,500.0,3.0,6,0,0.0
HD 217107,era,500.0,5.0,6,0,0.0
HD 217107,era_activity,5.0,0.5,6,0,0.0
HD 217107,era_activity,5.0,1.0,6,0,0.0
HD 217107,era_activity,5.0,1.5,6,0,0.0
HD 217107,era_activity,5.0,2.0,6,0,0.0
HD 217107,era_activity,5.0,3.0,6,0,0.0
HD 217107,era_activity,5.0,5.0,6,0,0.0
HD 217107,era_activity,10.0,0.5,6,0,0.0
HD 217107,era_activity,10.0,1.0,6,0,0.0
HD 217107,era_activity,10.0,1.5,6,0,0.0
HD 217107,era_activity,10.0,2.0,6,0,0.0
HD 217107,era_activity,10.0,3.0,6,0,0.0
HD 217107,era_activity,10.0,5.0,6,0,0.0
HD 217107,era_activity,30.0,0.5,6,0,0.0
HD 217107,era_activity,30.0,1.0,6,0,0.0
HD 217107,era_activity,30.0,1.5,6,0,0.0
HD 217107,era_activity,30.0,2.0,6,0,0.0
HD 217107,era_activity,30.0,3.0,6,0,0.0
HD 217107,era_activity,30.0,5.0,6,0,0.0
HD 217107,era_activity,100.0,0.5,6,0,0.0
HD 217107,era_activity,100.0,1.0,6,0,0.0
HD 217107,era_activity,100.0,1.5,6,0,0.0
HD 217107,era_activity,100.0,2.0,6,0,0.0
HD 217107,era_activity,100.0,3.0,6,0,0.0
HD 217107,era_activity,100.0,5.0,6,0,0.0
HD 217107,era_activity,300.0,0.5,6,0,0.0
HD 217107,era_activity,300.0,1.0,6,0,0.0
HD 217107,era_activity,300.0,1.5,6,0,0.0
HD 217107,era_activity,300.0,2.0,6,0,0.0
HD 217107,era_activity,300.0,3.0,6,0,0.0
HD 217107,era_activity,300.0,5.0,6,0,0.0
HD 217107,era_activity,500.0,0.5,6,0,0.0
HD 217107,era_activity,500.0,1.0,6,0,0.0
HD 217107,era_activity,500.0,1.5,6,0,0.0
HD 217107,era_activity,500.0,2.0,6,0,0.0
HD 217107,era_activity,500.0,3.0,6,0,0.0
HD 217107,era_activity,500.0,5.0,6,0,0.0
HD 221354,baseline,5.0,0.5,6,0,0.0
HD 221354,baseline,5.0,1.0,6,3,0.5
HD 221354,baseline,5.0,1.5,6,6,1.0
HD 221354,baseline,5.0,2.0,6,6,1.0
HD 221354,baseline,5.0,3.0,6,6,1.0
HD 221354,baseline,5.0,5.0,6,6,1.0
HD 221354,baseline,10.0,0.5,6,0,0.0
HD 221354,baseline,10.0,1.0,6,3,0.5
HD 221354,baseline,10.0,1.5,6,6,1.0
HD 221354,baseline,10.0,2.0,6,6,1.0
HD 221354,baseline,10.0,3.0,6,6,1.0
HD 221354,baseline,10.0,5.0,6,6,1.0
HD 221354,baseline,30.0,0.5,6,0,0.0
HD 221354,baseline,30.0,1.0,6,3,0.5
HD 221354,baseline,30.0,1.5,6,6,1.0
HD 221354,baseline,30.0,2.0,6,6,1.0
HD 221354,baseline,30.0,3.0,6,6,1.0
HD 221354,baseline,30.0,5.0,6,6,1.0
HD 221354,baseline,100.0,0.5,6,0,0.0
HD 221354,baseline,100.0,1.0,6,2,0.3333333333333333
HD 221354,baseline,100.0,1.5,6,6,1.0
HD 221354,baseline,100.0,2.0,6,6,1.0
HD 221354,baseline,100.0,3.0,6,6,1.0
HD 221354,baseline,100.0,5.0,6,6,1.0
HD 221354,baseline,300.0,0.5,6,0,0.0
HD 221354,baseline,300.0,1.0,6,1,0.16666666666666666
HD 221354,baseline,300.0,1.5,6,2,0.3333333333333333
HD 221354,baseline,300.0,2.0,6,4,0.6666666666666666
HD 221354,baseline,300.0,3.0,6,5,0.8333333333333334
HD 221354,baseline,300.0,5.0,6,6,1.0
HD 221354,baseline,500.0,0.5,6,0,0.0
HD 221354,baseline,500.0,1.0,6,0,0.0
HD 221354,baseline,500.0,1.5,6,0,0.0
HD 221354,baseline,500.0,2.0,6,0,0.0
HD 221354,baseline,500.0,3.0,6,0,0.0
HD 221354,baseline,500.0,5.0,6,0,0.0
HD 221354,era,5.0,0.5,6,2,0.3333333333333333
HD 221354,era,5.0,1.0,6,5,0.8333333333333334
HD 221354,era,5.0,1.5,6,6,1.0
HD 221354,era,5.0,2.0,6,6,1.0
HD 221354,era,5.0,3.0,6,6,1.0
HD 221354,era,5.0,5.0,6,6,1.0
HD 221354,era,10.0,0.5,6,0,0.0
HD 221354,era,10.0,1.0,6,4,0.6666666666666666
HD 221354,era,10.0,1.5,6,6,1.0
HD 221354,era,10.0,2.0,6,6,1.0
HD 221354,era,10.0,3.0,6,6,1.0
HD 221354,era,10.0,5.0,6,6,1.0
HD 221354,era,30.0,0.5,6,0,0.0
HD 221354,era,30.0,1.0,6,4,0.6666666666666666
HD 221354,era,30.0,1.5,6,6,1.0
HD 221354,era,30.0,2.0,6,6,1.0
HD 221354,era,30.0,3.0,6,6,1.0
HD 221354,era,30.0,5.0,6,6,1.0
HD 221354,era,100.0,0.5,6,2,0.3333333333333333
HD 221354,era,100.0,1.0,6,5,0.8333333333333334
HD 221354,era,100.0,1.5,6,6,1.0
HD 221354,era,100.0,2.0,6,6,1.0
HD 221354,era,100.0,3.0,6,6,1.0
HD 221354,era,100.0,5.0,6,6,1.0
HD 221354,era,300.0,0.5,6,1,0.16666666666666666
HD 221354,era,300.0,1.0,6,2,0.3333333333333333
HD 221354,era,300.0,1.5,6,2,0.3333333333333333
HD 221354,era,300.0,2.0,6,3,0.5
HD 221354,era,300.0,3.0,6,4,0.6666666666666666
HD 221354,era,300.0,5.0,6,4,0.6666666666666666
HD 221354,era,500.0,0.5,6,0,0.0
HD 221354,era,500.0,1.0,6,0,0.0
HD 221354,era,500.0,1.5,6,1,0.16666666666666666
HD 221354,era,500.0,2.0,6,2,0.3333333333333333
HD 221354,era,500.0,3.0,6,2,0.3333333333333333
HD 221354,era,500.0,5.0,6,2,0.3333333333333333
HD 221354,era_activity,5.0,0.5,6,2,0.3333333333333333
HD 221354,era_activity,5.0,1.0,6,5,0.8333333333333334
HD 221354,era_activity,5.0,1.5,6,6,1.0
HD 221354,era_activity,5.0,2.0,6,6,1.0
HD 221354,era_activity,5.0,3.0,6,6,1.0
