time_btjd,relative_flux_ppm,relative_flux_error_ppm,sector,sample
1956.6572938260942,-167.1559671704161,22.4045267742911,24,control
1956.6781262472116,-226.80154641953382,22.408762444051916,24,control
1956.6989590491517,-172.93522651703483,22.414142641141186,24,control
1956.7197917132924,-123.85055770510407,22.4187573450975,24,control
1956.7406240871046,-42.12450758006197,22.424264600252677,24,control
1956.7614572983575,-60.41339409356946,22.43026777408473,24,control
1956.7822894535075,-77.01653175545245,22.435714360208667,24,control
1956.803122664548,-113.78905092635969,22.441411028366435,24,control
1956.8239552921802,72.31802400341886,22.448421004771,24,control
1956.8447881438801,-13.653908736102549,22.45197283176215,24,control
1956.8656206597018,22.79150693244621,22.456548776687967,24,control
1956.8864540047016,67.82075171693084,22.459307603739454,24,control
1956.9072870194082,-84.5664780435165,22.45843261399766,24,control
1956.9281198258536,41.32950387614682,22.461333237559526,24,control
1956.9489519108108,31.093483356483155,22.46086625558654,24,control
1956.9697852139716,-92.4435440671204,22.459194009285813,24,control
1956.9906175854433,-94.94274038206046,22.458804206907782,24,control
1957.0114503668149,-168.32727579821514,22.457388119859857,24,control
1957.032283355665,-277.8166372556857,22.455358572873102,24,control
1957.0531157443963,-217.42999196293005,22.45430140179682,24,control
1957.0739486683306,-7.3658469923058805,22.4559587321302,24,control
1957.0947815317368,-145.6250178728117,22.452970736324655,24,control
1957.1156150323022,-80.12790244837376,22.452517087224642,24,control
1957.1364466120024,-27.934772573330854,22.451898633713196,24,control
1957.1572799633138,-7.642663070183126,22.45067934876572,24,control
1957.178112215594,-82.51458646774,22.449553716633215,24,control
1957.198945127754,5.598425316122883,22.448748342005395,24,control
1957.2197775246748,11.549095320125568,22.44844797046331,24,control
1957.2406105948824,20.13836771354677,22.446485741403777,24,control
1957.2614436670087,29.003209968259267,22.44470372434002,24,control
1957.2822764464158,35.889050893381146,22.441595563125585,24,control
1957.3031097477021,-157.94401203292182,22.436161586878974,24,control
1957.3239421460469,-17.503611326697342,22.43432079947238,24,control
1957.344774266499,-140.67663749855896,22.429343827517705,24,control
1957.3656069689514,-178.2628783337986,22.426070057917528,24,control
1957.3864392916557,-90.21914445495861,22.42481826940033,24,control
1957.4072726683785,-56.57150067645025,22.423148413958785,24,control
1957.4281048405476,112.50132578582065,22.42464231107274,24,control
1957.4489369319492,165.7494833389466,22.425090378093056,24,control
1957.469769663509,179.75590474059,22.425160611112872,24,control
1957.490602896909,93.88222356765318,22.425141334399736,24,control
1957.5114356906286,143.34469906517077,22.4269706611708,24,control
1957.532268771294,-34.55399101245327,22.42656216947665,24,control
1957.553101912915,-38.06795897890001,22.428023827210136,24,control
1957.5739331860573,-86.54334612470961,22.428844728171658,24,control
1957.594766902754,-106.36939779920257,22.430828705555676,24,control
1957.6155998870627,-87.23281714796654,22.43216516875209,24,control
1957.6364314527373,11.689286885408597,22.43407416975721,24,control
1957.6572647101368,24.350241581432147,22.433519526853402,24,control
1957.678097257418,135.54994621083637,22.434019690782346,24,control
1957.698930128679,158.553257468507,22.433943090485833,24,control
1957.7197629877312,140.70944020536828,22.43346893778002,24,control
1957.740595605819,156.35167187198994,22.4323905381969,24,control
1957.7614282062978,107.97616839359746,22.43294579124548,24,control
1957.7822620161357,40.047350901786565,22.432107197756977,24,control
1957.8030941867523,-50.60629004068965,22.430445150065033,24,control
1957.8239261646581,-7.8346428432801805,22.430863902472737,24,control
1957.844758916332,221.47909215411593,22.434884132933572,24,control
1957.8655918809484,113.50420968082535,22.4339811788655,24,control
1957.8864245023947,233.8056436355216,22.435057135042342,24,control
1957.9072569852624,334.151399016582,22.436233064886157,24,control
1957.9280893615028,259.1888673833063,22.435968781097923,24,control
1957.9489222968605,290.9533807805456,22.435922166456482,24,control
1957.9697559510143,400.32644542179054,22.437115281117848,24,control
1957.9905879773257,330.0154569838102,22.435930381639395,24,control
1958.0114215314518,264.69135693957384,22.434666533996065,24,control
1958.0322536448246,85.74772684274598,22.431029984863198,24,control
1958.053087309649,-87.97727030402113,22.426035991572814,24,control
1958.0739198284994,39.512678575410064,22.427142288353156,24,control
1958.0947522988777,67.76695572942145,22.425954224013278,24,control
1958.1155850337298,-25.3545318195281,22.423775103591602,24,control
1958.1364170305483,122.55151638005658,22.42349915781434,24,control
1958.1572495126213,85.87164433954258,22.422625007944102,24,control
1958.1780827549946,26.65372349001073,22.421664376492448,24,control
1958.1989153130305,-118.84543053962757,22.420372230972085,24,control
1958.2197485235652,-90.37946125786205,22.42112220500055,24,control
1958.2405809080842,-356.7204929580155,22.416231177283805,24,control
1958.2614136866976,-354.93150201257635,22.416840575511923,24,control
1958.2822465160386,-304.3643993334539,22.41793164147982,24,control
1958.3030795849513,-279.13232769632657,22.41635032764777,24,control
1958.3239118335005,-282.0088419305442,22.41249360567964,24,control
1958.3447440818406,-212.16917133611892,22.412190119812447,24,control
1958.3655777082151,-189.19439840224254,22.410343516732812,24,control
1958.386409803327,-136.89387715946046,22.40787382692897,24,control
1958.4072428358784,-220.45596759740857,22.406771078472232,24,control
1958.4280764890034,-333.63354942186197,22.404613190339077,24,control
1958.448908626051,-446.72236364915426,22.402020791703514,24,control
1958.4697415804778,-564.4318445976762,22.39955099190845,24,control
1958.4905731018034,-547.2001509698753,22.400606276433916,24,control
1958.5114070450022,-502.2317181474619,22.399906809023847,24,control
1958.5322390664253,-386.77195625836396,22.402725834861037,24,control
1958.5530717394029,-290.44283711609864,22.403485300912138,24,control
1958.5739043729866,-332.66209619383875,22.403628002361724,24,control
1958.5947371207278,-329.8899315749122,22.404901430611616,24,control
1958.615570238139,-425.18471842905006,22.405778177279153,24,control
1958.636402632283,-289.02502993973354,22.406671328424654,24,control
1958.6572350192794,-470.89735989706594,22.403760016133543,24,control
1958.6780681585303,-426.62050314454353,22.406300067146415,24,control
1958.6989012043537,-405.7482729098346,22.405491956788318,24,control
1958.7197333605793,-446.07889969774817,22.405564977325604,24,control
1958.7405659892122,-145.77438762184502,22.407326747960827,24,control
1958.761398998969,-375.5811315317334,22.405492503163394,24,control
1958.7822320320515,-381.2711619237518,22.404868176012634,24,control
1958.803065046491,-494.01358503125107,22.402714721013506,24,control
1958.8238970326888,-481.3502878553265,22.402359078257025,24,control
1958.8447293136298,-336.63442881304763,22.40502240971736,24,control
1958.8655621551463,-301.6251642567805,22.40607539937663,24,control
1958.8863949260633,-108.19662154943481,22.41001157156553,24,control
1958.9072276597524,-184.0363470253789,22.409389040725564,24,control
1958.9280601759845,-137.10790232367873,22.41149629194021,24,control
1958.9488932800966,-137.74273781468895,22.41325189478418,24,control
1958.9697269021624,-228.50247824959936,22.410441150417018,24,control
1958.9905590504607,-285.4207405820995,22.40909078055467,24,control
1959.011391730964,-278.24525048480797,22.407997496841,24,control
1959.0322253921547,-227.02136373802503,22.40828048846796,24,control
1959.0530578549744,-131.5520415048561,22.408154722284333,24,control
1959.0738899733096,-189.3003022783915,22.4061808137209,24,control
1959.0947230816223,-219.5598500764027,22.40537522595673,24,control
1959.1155566952573,-324.04974206563634,22.40246698914041,24,control
1959.1363888777532,-463.58018210698157,22.398335601114745,24,control
1959.1572206929754,-447.220452144189,22.39720309421071,24,control
1959.178053653129,-372.9387108020591,22.398587123721736,24,control
1959.1988866326658,-269.49702165317916,22.398716028018228,24,control
1959.2197191088576,-296.6446071416306,22.398610900221346,24,control
1959.2405521081448,-296.58143749781885,22.397204855419186,24,control
1959.261384540442,-312.0027249785205,22.39655857929994,24,control
1959.2822170309553,-378.908175160071,22.39491427672588,24,control
1959.3030499872418,-449.61263199633913,22.39309014542634,24,control
1959.3238825351557,-496.65791689588076,22.391051677727596,24,control
1959.3447154975806,-300.81687200620024,22.391584524846177,24,control
1959.3655482107363,-327.37599743869987,22.390172111634595,24,control
1959.3863809696481,-280.0508545853486,22.389416848519367,24,control
1959.4072137934018,-214.90521538346013,22.38993022226404,24,control
1959.4280472550429,-375.4225209660998,22.386359891956715,24,control
1959.4488792431944,-397.5197233003789,22.384691749034065,24,control
1959.469711488129,-356.2691589736098,22.384850713233998,24,control
1959.4905450787073,-411.20037536296775,22.385401549456144,24,control
1959.5113779044802,-297.28409068721504,22.387438283479995,24,control
1959.5322102117746,-311.7549402253464,22.38713425362338,24,control
1959.5530426647454,-263.8771569919483,22.388445874824562,24,control
1959.573875549449,-275.8562288447957,22.388680142770557,24,control
1959.5947088666105,-389.7769923795826,22.387663776456943,24,control
1959.6155401705885,-401.28744652783206,22.3874980487217,24,control
1959.6363737903725,-293.3103331871423,22.38975697943089,24,control
1959.6572058741544,-314.8455076574494,22.390693983148317,24,control
1959.6780389631624,-403.0065341179642,22.390253030789435,24,control
1959.6988716959252,-202.10805068506392,22.39356901974112,24,control
1959.7197057499582,-202.32633825462239,22.39251623896977,24,control
1959.7405383425769,-350.7623225429657,22.3896309811686,24,control
1959.7613691177776,-224.81312454706165,22.389818104999424,24,control
1959.7822023807507,-213.6762023416851,22.390714358261036,24,control
1959.8030347080612,-134.7405472330981,22.391730922536762,24,control
1959.8238681108567,-143.27275268110995,22.3935352135887,24,control
1959.8447009336508,-227.74965050452587,22.393470071840415,24,control
1959.8655339613924,-181.7587860801854,22.39533944244015,24,control
1959.886366487638,-226.11668391072755,22.394098875472956,24,control
1959.9071985998353,-223.48441794156304,22.3935074579921,24,control
1959.9280312530097,-161.81579934596274,22.395712146069094,24,control
1959.9488643559732,-24.216325913572494,22.399221021932313,24,control
1959.969697004089,-90.56530752122896,22.399439732915962,24,control
1959.990530999747,-4.9506533642394315,22.400368758517807,24,control
1960.011363168073,-62.14341227820063,22.400501635322644,24,control
1960.0321968911646,-140.06686878242368,22.396859806293264,24,control
1960.0530276583538,-280.29968413627824,22.394386255404743,24,control
1960.0738621994003,-261.10860379905506,22.393795037430277,24,control
1960.0946940270355,-267.7666006985014,22.39244544793015,24,control
1960.1155265393968,-157.88000172103804,22.393167997447087,24,control
1960.1363596104131,-169.57762876701258,22.391901538023056,24,control
1960.1571930258478,-236.54733263817775,22.39025341487553,24,control
1960.1780254203034,-100.66429275100863,22.389482074977604,24,control
1960.1988574582706,-203.9279214541403,22.387099681352417,24,control
1960.2196900616673,-138.6358586287684,22.38887254136983,24,control
1960.2405237701932,-147.27781368066883,22.38828547237325,24,control
1960.2613558228243,-230.1000004848179,22.387357498757137,24,control
1960.2821888257333,-81.79975579493735,22.389717169848627,24,control
1960.3030220637588,-183.12665820209193,22.38536183419771,24,control
1960.3238539732195,-173.73753733571368,22.384792570706303,24,control
1960.344687421614,-96.12448934698608,22.386330487178466,24,control
1960.365520180212,-54.62752172975488,22.384715697794373,24,control
1960.386352361563,46.08827174996861,22.385963639782794,24,control
1960.4071862805854,-63.09092675957384,22.38470586227694,24,control
1960.4280180063133,-75.70786063895883,22.384445202991895,24,control
1960.4488512419166,-65.67861815980511,22.38287475181203,24,control
1960.4696836096584,-120.72341719208778,22.382076402861053,24,control
1960.4905156483458,-94.26444924451702,22.383908911777713,24,control
1960.5113488187562,-159.58217077917197,22.382603921661754,24,control
1960.5321820457314,-97.26320708649843,22.38402270344457,24,control
1960.5530145833238,-177.125981595344,22.384145817924118,24,control
1960.5738473959523,-80.36727008768962,22.384180863718022,24,control
1960.5946810032976,8.205451786276969,22.385112755427585,24,control
1960.615512942869,-81.51405749324515,22.38477026970582,24,control
1960.6363456206625,-36.1060726428385,22.386370891300224,24,control
1960.6571786848046,9.841561980612001,22.387073362780537,24,control
1960.6780106242209,-84.37887222145702,22.387254548982988,24,control
1960.6988436298914,-106.53042516677952,22.388164708043888,24,control
1960.7196769194654,-192.49462374610889,22.384520564002578,24,control
1960.7405098626662,-174.9139957599059,22.387026472789074,24,control
1960.7613423310347,-137.74788902425718,22.38844013695066,24,control
1960.7821739485382,-140.17575548521503,22.385727845383506,24,control
1960.8030079013317,20.268279374928085,22.387833063319924,24,control
1960.824534885348,24.23678060789019,23.176513640967674,24,control
1960.8446729279558,-63.07966170422577,22.38880389561291,24,control
1960.8655058516345,17.851699162750222,22.39088184634321,24,control
1960.8863371541634,-59.5278798475958,22.387095930150537,24,control
1960.9071703744185,-102.4140125172772,22.391294902361647,24,control
1960.9280049296863,-48.792423588162215,22.39239476021556,24,control
1960.9486381477634,-28.997582740926834,23.179690016587788,24,control
1960.9696699867739,22.422028392316108,22.39515009142162,24,control
1960.990503049253,-87.01591505165621,22.39440987501034,24,control
1961.0117328455422,-89.60480532756324,23.176398064223456,24,control
1961.0321679759672,23.480440550361127,22.392066284226534,24,control
1961.053000977603,29.936262208509405,22.39280660049707,24,control
1961.073437171668,6.962251088331216,23.177696036100702,24,control
1961.0946667676346,153.709369188993,22.391850887272604,24,control
1961.1149051791374,97.91227564769179,23.174619729500545,24,control
1961.1363318463937,166.53193551271727,22.387527872091297,24,control
1961.1571643354393,129.04626957278072,22.387719715357814,24,control
1961.1779975568975,117.12853907462639,22.387999414323208,24,control
1961.1984333268763,51.03228538719896,23.173180329754743,24,control
1961.2196637840436,103.37550611002898,22.38877893665123,24,control
1961.2400996670046,48.76957693583418,23.171379813719103,24,control
1961.2613280955063,150.37325457337107,22.386610859322662,24,control
1961.2821611189067,182.0567169402925,22.387497347607358,24,control
1961.302994410556,150.75738011595774,22.387209758655644,24,control
1961.3242231299914,230.7106698522181,23.174043338175643,24,control
1961.3446604689905,242.8147831924656,22.38781423568429,24,control
1961.3654942945532,83.3047675405976,22.38349611765556,24,control
1961.3870172588072,59.52699937414924,23.167670282828457,24,control
1961.407157532526,206.00715012090072,22.385213101453484,24,control
1961.427990317509,83.26956148634261,22.385193995526848,24,control
1961.4488230775223,123.22774509146895,23.172025340788338,24,control
1961.4696566197829,102.19784732857649,22.385252433072328,24,control
1961.4904888977885,25.27046137798095,23.168658311680307,24,control
1961.5113218551598,11.036925158926524,22.383023244273573,24,control
1961.5321543673615,31.293981176748,22.383723204335542,24,control
1961.552987998246,34.10573309752252,22.38408436752802,24,control
1961.5738199633017,-90.58616432083495,22.383023343913848,24,control
1961.5947512696762,10.322053955156916,23.1710317497006,24,control
1961.615684178125,139.18806339937748,23.17060002698149,24,control
1961.6363176556572,51.79384380889891,22.384606910629625,24,control
1961.6571508842298,18.995853641372243,22.386590562111376,24,control
1961.677487606596,-42.851267482715656,23.172595902447146,24,control
1961.698816500408,34.8756729868144,22.38849045166751,24,control
1961.7196512263467,41.79757898326937,22.386012420498016,24,control
1961.7404815525465,52.07793365917984,22.386528057726153,24,control
1961.7613143924623,-24.61042592384078,22.387186221254737,24,control
1961.7821482385755,126.95612403837848,22.38902108566534,24,control
1961.8028805081738,41.32649641809554,23.175333181188638,24,control
1961.823813226806,109.91243999424258,22.38928800584201,24,control
1961.8446470888832,132.87119443222997,22.3868622874263,24,control
1961.8654787002297,-2.0199669321979616,22.387516102566135,24,control
1961.8863110403368,144.5891120508064,22.391600877270918,24,control
1961.907144612652,258.46679309865294,22.392826014106344,24,control
1961.9279763426853,111.64623815373523,22.39268760177424,24,control
1961.9482151382051,-4.027605831710527,23.17665444551537,24,control
1961.9696434400696,142.93118351637526,22.390904586548107,24,control
1961.9904754717754,203.42804175891186,22.393236188912855,24,control
1962.0113084072273,99.73383266321183,22.391993012763166,24,control
1962.0315460277402,56.74394571561528,23.17653282379388,24,control
1962.0529747760957,173.38022389019656,22.39291679937022,24,control
1962.0739067797713,20.346043947325644,23.17407579944201,24,control
1962.0946393275165,80.60331034351084,22.389097405208634,24,control
1962.1154727037372,170.3160374602442,22.390293315165856,24,control
1962.1363051869484,70.58443549593304,22.387225225093964,24,control
1962.157236226744,192.11236946386512,23.174212177211565,24,control
1962.1777722854126,154.09015231500996,23.17188977945036,24,control
1962.1988029240986,284.99066575769854,22.387782648846482,24,control
1962.2196363810413,194.10514971348672,22.38792642076283,24,control
1962.2404685892307,219.5202055649207,22.388201181383398,24,control
1962.261201218205,269.14783466020316,23.174982560038735,24,control
1962.2814403585905,235.99654264037548,23.174302025875836,24,control
1962.3029667209569,275.9745396958718,22.38711680883833,24,control
1962.323799513471,330.2214115040232,22.388656693550463,24,control
1962.344632897754,347.8570436170705,22.39005167704724,24,control
1962.3654652654657,151.2469701507165,22.387292157637756,24,control
1962.386299713277,162.91929576687485,22.385018029714406,24,control
1962.4071313103905,286.5860301737053,22.386747738136638,24,control
1962.4279639857364,182.6176479789442,22.383842600432597,24,control
1962.448796688525,236.00933239153468,22.38553444212214,24,control
1962.4696296931095,292.80529135705666,22.385889974138905,24,control
1962.4904634395773,426.8211081798794,22.387881600094364,24,control
1962.5112956247658,331.5512372050781,22.383366923776922,24,control
1962.532128678059,340.1943046446588,22.384572691615343,24,control
1962.5529611104685,246.9619266116185,22.38451625492894,24,control
1962.5737931448036,264.3265708589881,22.38535262651583,24,control
1962.594625869715,349.55126136913077,22.388274433637307,24,control
1962.6150630038298,180.7217031056238,23.170640759980827,24,control
1962.6362915136908,175.84997007444525,22.38594089718037,24,control
1962.657223764749,290.62619537343204,23.1738550590527,24,control
1962.6779576252052,244.51387242940334,22.3897388483105,24,control
1962.698095171243,353.4983265816019,23.176253956437396,24,control
1962.7191271766944,310.264729668111,23.176035584721603,24,control
1962.7404556083125,215.98714592848157,22.38902129114949,24,control
1962.7612884976156,280.45630961411547,22.389958057575157,24,control
1962.7821215276072,119.32179850706385,22.390432097915163,24,control
1962.8029537484304,214.78638194585162,22.390050187224052,24,control
1962.823786086812,156.1903413900576,22.38778425624744,24,control
1962.844619399344,209.84043553049315,22.388968773848774,24,control
1962.8654533453127,316.3957001184984,22.391962811567048,24,control
1962.886285678916,190.92943981926888,22.389945143594108,24,control
1962.9071183394265,372.6678293154572,22.391645155137287,24,control
1962.9279508432635,200.136944746474,22.389341313325282,24,control
1962.9487835456875,157.83164351002117,22.38791273834082,24,control
1962.969616766985,318.0040745138727,22.391149930080672,24,control
1962.9904487731505,144.8467634555565,22.38963412571674,24,control
1963.0112821426521,136.6680445684716,22.390537268851027,24,control
1963.0321148774747,227.2836016328051,22.38959512664292,24,control
1963.0529481203216,89.01234075689968,22.388168739688265,24,control
1963.0737797549032,205.28217255262166,22.38810282153644,24,control
1963.0946135498782,232.94078941359456,22.38907733878331,24,control
1963.1154465048587,122.98844339897974,22.387403490784347,24,control
1963.136280167924,137.046505199061,22.387359035519353,24,control
1963.1571132015388,106.20637653030083,22.382547601029433,24,control
1963.1779444453068,250.69934791998932,22.385254193167718,24,control
1963.1987764930727,252.2137022132191,22.38662209291459,24,control
1963.2196106249985,268.8801779440565,22.38829760332802,24,control
1963.2404437324788,168.1908079893037,22.386237500061302,24,control
1963.261275924784,163.01193646806982,22.385763852710717,24,control
1963.2821081805425,77.17673780915047,22.385697053593415,24,control
1963.3029408535913,271.7150970722623,22.387986731226796,24,control
1963.323773827051,280.7126774829367,22.38861753281075,24,control
1963.3446071010192,225.78304042694688,22.38804116682742,24,control
1963.3655383311382,351.4256769815061,23.172997693841147,24,control
1963.3859761262122,515.9367549103133,23.174215963702483,24,control
1963.4074258711162,331.29456077735114,24.0443025330433,24,control
1963.428533973584,478.7047686257694,23.173441133228792,24,control
1963.4487713487626,459.3234802730947,22.387331266544834,24,control
1963.469604026193,432.97018353238104,22.3867393732161,24,control
1963.4906345662885,261.51665095688094,23.16674648155349,24,control
1963.5112698954915,294.595958092971,22.38258292466475,24,control
1963.5322010154728,426.3526810871826,23.17137649310614,24,control
1963.552935580695,438.4908233693114,22.38687233819279,24,control
1963.5737678304984,434.0972262478466,22.385756782910494,24,control
1963.594599372962,266.2901891041593,22.38282473222223,24,control
1963.6154329788321,434.84565126601603,22.384698251565077,24,control
1963.6367620935991,501.37157922895676,23.17427721956046,24,control
1963.65709946478,276.16109967358585,22.38811395400777,24,control
1963.6773374483887,338.6416455641249,23.173397281569112,24,control
1963.698764927861,175.4234432520847,22.38410053832778,24,control
1963.719597491793,271.65001147597377,22.386831813151257,24,control
1963.74102586287,373.48868352844687,23.17581038654893,24,control
1963.761263538826,347.9140590524975,22.389697504169614,24,control
1963.7821956478508,330.5406915397513,23.171966462009262,24,control
1963.8029288909347,329.8147539801746,22.387713007236577,24,control
1963.8230669309041,411.1998380256808,23.174717201475325,24,control
1963.8445941118946,452.3693386582375,22.39227549282164,24,control
1963.8654279351504,285.5975706416875,22.38912929301813,24,control
1963.8862592750108,156.95402929267593,22.383350332011187,24,control
1963.9070937194128,389.4888410408638,22.387940412875988,24,control
1963.9272311461073,556.3480272554928,23.17567890540849,24,control
1963.948758482079,464.4479919214861,22.391410990632867,24,control
1963.968996458565,398.8522545130301,23.176894159912916,24,control
1963.990424905336,273.5153632271119,22.387120843510793,24,control
1964.0112569264184,342.1999582092686,22.38757967537866,24,control
1964.032288190232,411.69135408672764,23.178043750533053,24,control
1964.0529231353314,261.55310028921417,22.390733800159712,24,control
1964.0737558837411,211.23432248702508,22.38550053139166,24,control
1964.0945895886061,205.43495511765417,22.386319374891276,24,control
1964.115421576969,237.92369445039327,22.38620493169429,24,control
1964.1366517322492,364.5797268384229,23.17442369471448,24,control
1964.1570867288174,305.83740853294256,22.388479649120512,24,control
1964.178416415051,251.7709455298559,23.168840473886906,24,control
1964.1987519545032,276.81285273595745,22.38471658901233,24,control
1964.2195839527724,297.9282409029569,22.387367461080473,24,control
1964.2404183155004,174.2603997824725,22.386829071854333,24,control
1964.2612528138447,131.3322074659659,22.383284859524025,24,control
1964.2820839060823,270.1615565369097,22.385025430649577,24,control
1964.3029151603787,371.1692028901357,22.38654691501567,24,control
1964.3237487573265,533.6611307438723,23.174641800517172,24,control
1964.3445825532463,378.3650707350854,22.389050357479082,24,control
1964.3657144742308,480.1000305721449,23.170989703992465,24,control
1964.3862470142183,455.46453885149486,22.38483933332502,24,control
1964.4070803582247,502.9595971746881,22.384906986784173,24,control
1964.428607867849,569.0192009042235,23.173150627867336,24,control
1964.448747701409,491.56164688729996,22.386249723020743,24,control
1964.4699766502001,489.1379277561126,23.16916389189055,24,control
1964.4904118442632,414.3788452770113,22.38101798182648,24,control
1964.5105502215822,346.09091560929977,23.168126394956857,24,control
1964.5320779158792,486.9875831588108,22.387022398238287,24,control
1964.5529120567119,210.43897963553482,22.380227596791197,24,control
1964.5737430006734,340.5032539589363,22.382311876864428,24,control
1964.5945762785798,345.07518491590713,22.383412967614422,24,control
1964.6158051367945,444.1259423372856,23.171032686162306,24,control
1964.636241438871,393.707847316512,22.386291480922132,24,control
1964.657373521716,408.57756817766415,23.170265411699276,24,control
1964.6779073677774,351.9839848601137,22.383072450913886,24,control
1964.6987393189224,350.3282131234561,22.386569995144693,24,control
1964.7195736792946,409.8405514260954,22.38785405265296,24,control
1964.740407071845,261.016816292395,22.384701573498944,24,control
1964.7612388351058,176.74538778279546,22.38422522069309,24,control
1964.7820720533205,304.1762931294316,22.38339737161884,24,control
1964.8025831986677,475.95422618637093,24.04694406619642,24,control
1964.8237372024082,499.0055911831972,22.389042613234448,24,control
1964.844669393677,585.3885340565533,23.173351979100204,24,control
1964.8654038142909,454.4433072252505,22.385271799059435,24,control
1964.886236160348,536.1471700168614,22.387222011796943,24,control
1964.9070682107406,316.53382147219,23.170221177662498,24,control
1964.9272071647736,273.9258191975903,23.171864090145814,24,control
1964.9487343102555,225.76887686876879,22.382550573974306,24,control
1964.9695664425576,121.91094578120158,22.38258653390089,24,control
1964.990400781088,303.69425650775986,22.384079849151753,24,control
1965.011927628378,220.39812133651054,23.173501594430604,24,control
1965.0320678352814,19.896953741143072,22.384462740791882,24,control
1965.0528978330053,199.73806657039336,22.384255539168723,24,control
1965.074226468515,37.123675912588006,23.16924958911737,24,control
1965.0945625224037,129.81059400267867,22.384798926838887,24,control
1965.1153972046616,49.78437145565546,22.385725921398993,24,control
1965.1365283483158,153.61008281939195,23.16807155374064,24,control
1965.1570624205372,120.75112500231714,22.382400198377105,24,control
1965.1778963411605,173.3860452470311,22.37890356008876,24,control
1965.1987280685073,33.312874804081325,22.381065675562205,24,control
1965.219563189697,83.29145985468968,22.381334504977687,24,control
1965.2403943990453,25.372889432610886,22.37851594836924,24,control
1965.2612256455443,168.02001790508902,22.379876590179013,24,control
1965.2820606146217,147.1832250619124,22.380152846655918,24,control
1965.3035877847415,143.95654493616203,23.167535754874905,24,control
1965.3237265964322,243.93003201675307,23.166172465137745,24,control
1965.3445581665817,-148.104670455271,22.37535258585063,24,control
1965.3653918785183,-16.61051862217992,22.377722887265108,24,control
1965.3862241972458,-8.478632566151827,22.379520537329622,24,control
1965.407057830604,-42.786815922205456,22.379922363724894,24,control
1965.4278890828207,-209.2512491830492,22.37170198712892,24,control
1965.4487239196033,-147.80150504575187,22.374176302988,24,control
1965.4695560642365,-132.39357666058956,22.375716175990753,24,control
1965.490389305378,58.151163198528444,22.38003473984133,24,control
1965.5108247684063,4.3288076175267545,23.161946253666397,24,control
1965.5320539522133,-24.83626395636826,22.375396868799303,24,control
1965.5528869158918,115.68782305634774,22.376839197352126,24,control
1965.5731853333496,-21.41933179412719,24.03537418487806,24,control
1965.5952468229307,-33.53377987045316,23.163408308631006,24,control
1965.615286805468,-351.0684865209399,23.158953954418994,24,control
1965.6362186356412,-151.5928647860502,22.37469441633613,24,control
1965.6570521127394,-123.1564269876303,22.375182598752172,24,control
1965.67788297117,-72.7544262791084,22.377569471017445,24,control
1965.6993117834554,14.83423720141678,23.164898092232296,24,control
